#Encoding: UTF-8
#App name: ECU Connect
#App version: 8.4.1.599
#Vehicle: Nissan 350Z
#VIN: JNKCV54E66M713499
#Ecu name: Nissan 350Z ECM
#Ecu CALID: CM41C
Time (s),Log Mark,Accelerator Pedal Sensor #1 (V),AFR Target,Atmospheric Pressure (psi),Coolant Temperature (°F),Engine Speed (rpm),Fuel Trim Long Term Bank #1 (%),Fuel Trim Long Term Bank #2 (%),Fuel Trim Short Term Bank #1 (%),Fuel Trim Short Term Bank #2 (%),Ignition Timing (°),Injection Pulse Width Bank #1 (ms),Injection Pulse Width Bank #2 (ms),Intake Air Temperature (°F),Mass Airflow Sensor Bank #1 (V),Throttle Position Sensor #1 (V),VTC Exhaust Actual (°),VTC Intake Actual (°),GPS Latitude,GPS Longitude,GPS Altitude
28.274,0,0.760,14.70,15.8,183,638,109,106,108,108,16,2.44,2.37,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.305,0,0.760,14.70,15.8,183,650,109,106,108,108,16,2.44,2.37,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.334,0,0.760,14.70,15.8,183,650,109,106,108,107,16,2.41,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.365,0,0.760,14.70,15.8,183,650,109,106,108,107,16,2.42,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.394,0,0.760,14.70,15.8,183,650,109,106,108,107,16,2.42,2.35,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.425,0,0.760,14.70,15.8,183,650,109,106,108,107,16,2.44,2.36,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.454,0,0.760,14.70,15.8,183,662,109,106,108,108,15,2.42,2.35,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.487,0,0.760,14.70,15.8,183,662,109,106,108,107,15,2.42,2.35,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.517,0,0.760,14.70,15.8,183,662,109,106,108,107,15,2.41,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.547,0,0.760,14.70,15.8,183,650,109,106,108,107,15,2.41,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.577,0,0.760,14.70,15.8,183,662,109,106,108,107,15,2.41,2.34,153,1.08,0.670,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.607,0,0.760,14.70,15.8,183,662,109,106,108,107,15,2.41,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.635,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.41,2.35,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.665,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.40,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.694,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.41,2.35,153,1.07,0.670,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.725,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.41,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.754,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.41,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.784,0,0.760,14.70,15.8,183,662,109,106,107,107,14,2.41,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.815,0,0.760,14.70,15.8,183,662,109,106,107,107,14,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.844,0,0.760,14.70,15.8,183,662,109,106,107,107,14,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.889,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.31,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.922,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.952,0,0.760,14.70,15.8,183,650,109,106,107,107,15,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
28.982,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.012,0,0.760,14.70,15.8,183,650,109,106,106,106,15,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.042,0,0.760,14.70,15.8,183,650,109,106,106,107,15,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.072,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.31,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.101,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.130,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.160,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.190,0,0.760,14.70,15.8,183,662,109,106,106,107,15,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.219,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.250,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.31,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.279,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.31,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.310,0,0.760,14.70,15.8,183,662,109,106,106,107,15,2.38,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.339,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.370,0,0.760,14.70,15.8,183,650,109,106,106,106,15,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.399,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.430,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.459,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.490,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.534,0,0.760,14.70,15.8,183,662,109,106,106,107,15,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.565,0,0.760,14.70,15.8,183,662,109,106,106,107,14,2.38,2.33,153,1.08,0.670,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.594,0,0.760,14.70,15.8,183,662,109,106,106,107,14,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.625,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.658,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.687,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.717,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.747,0,0.760,14.70,15.8,183,662,109,106,106,106,14,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.777,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.807,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.837,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.38,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.867,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.897,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.39,2.33,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.927,0,0.760,14.70,15.8,183,650,109,106,106,106,15,2.39,2.33,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.965,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
29.987,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.38,2.31,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.017,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.39,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.047,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.39,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.078,0,0.760,14.70,15.8,183,662,109,106,107,106,14,2.39,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.107,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.38,2.31,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.150,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.179,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.39,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.210,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.38,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.239,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.41,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.270,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.34,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.299,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.39,2.33,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.330,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.359,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.390,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.41,2.35,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.419,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.41,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.450,0,0.760,14.70,15.8,183,650,109,106,107,106,15,2.40,2.33,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.479,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.40,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.511,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.40,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.540,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.39,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.569,0,0.760,14.70,15.8,183,650,109,106,107,106,15,2.41,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.599,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.42,2.35,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.630,0,0.760,14.70,15.8,183,662,109,106,107,107,14,2.41,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.659,0,0.760,14.70,15.8,183,662,109,106,107,106,14,2.40,2.33,153,1.07,0.670,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.690,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.719,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.750,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.794,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.34,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.825,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.854,0,0.760,14.70,15.8,183,650,109,106,107,107,15,2.40,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.885,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.914,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.947,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
30.977,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.40,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.008,0,0.760,14.70,15.8,183,650,109,106,107,106,16,2.39,2.33,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.037,0,0.760,14.70,15.8,183,650,109,106,106,106,15,2.39,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.067,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.39,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.097,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.127,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.39,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.157,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.39,2.32,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.187,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.217,0,0.760,14.70,15.8,183,662,109,106,107,106,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.247,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.277,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.31,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.307,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.337,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.367,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.32,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.397,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.439,0,0.760,14.70,15.8,183,650,109,106,106,107,15,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.470,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.38,2.31,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.500,0,0.760,14.70,15.8,183,662,109,106,106,107,15,2.38,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.529,0,0.760,14.70,15.8,183,662,109,106,106,107,15,2.38,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.560,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.37,2.31,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.589,0,0.760,14.70,15.8,183,662,109,106,106,106,15,2.37,2.31,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.620,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.36,2.31,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.649,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.38,2.33,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.682,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.39,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.712,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.32,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.742,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.772,0,0.760,14.70,15.8,183,650,109,106,106,106,15,2.36,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.802,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.36,2.31,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.832,0,0.760,14.70,15.8,183,650,109,106,106,106,16,2.37,2.32,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.862,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.39,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.892,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.922,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.952,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
31.982,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.012,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.39,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.054,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.35,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.085,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.114,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.145,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.174,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.205,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.39,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.234,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.267,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.34,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.297,0,0.760,14.70,15.8,183,650,109,106,107,107,15,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.327,0,0.760,14.70,15.8,183,650,109,106,106,107,15,2.38,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.357,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.387,0,0.760,14.70,15.8,183,650,109,106,106,107,16,2.38,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.417,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.40,2.35,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.447,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.477,0,0.760,14.70,15.8,183,662,109,106,107,107,14,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.507,0,0.760,14.70,15.8,183,662,109,106,107,107,14,2.37,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.537,0,0.760,14.70,15.8,183,662,109,106,106,107,14,2.38,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.567,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.38,2.33,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.597,0,0.760,14.70,15.8,183,662,109,106,107,107,14,2.39,2.34,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.627,0,0.760,14.70,15.8,183,662,109,106,107,108,14,2.40,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.669,0,0.760,14.70,15.8,183,662,109,106,107,107,15,2.39,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.700,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.729,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.37,2.32,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.760,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.39,2.34,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.789,0,0.760,14.70,15.8,183,650,109,106,107,107,15,2.39,2.33,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.820,0,0.760,14.70,15.8,183,650,109,106,107,108,16,2.39,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.853,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.39,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.882,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.38,2.33,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.912,0,0.760,14.70,15.8,183,650,109,106,107,107,16,2.39,2.34,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.942,0,0.760,14.70,15.8,183,650,109,106,107,108,16,2.41,2.36,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
32.972,0,0.760,14.70,15.8,183,650,109,106,107,108,16,2.41,2.36,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.002,0,0.760,14.70,15.8,183,650,109,106,107,108,16,2.42,2.36,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.032,0,0.760,14.70,15.8,183,650,109,106,107,108,16,2.40,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.062,0,0.760,14.70,15.8,183,650,109,106,107,108,16,2.40,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.092,0,0.760,14.70,15.8,183,650,109,106,107,108,16,2.42,2.36,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.122,0,0.760,14.70,15.8,183,662,109,106,107,108,15,2.41,2.37,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.152,0,0.760,14.70,15.8,183,662,109,106,108,108,15,2.41,2.35,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.182,0,0.760,14.70,15.8,183,662,109,106,108,108,14,2.41,2.35,153,1.08,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.212,0,0.760,14.70,15.8,183,662,109,106,108,108,14,2.41,2.35,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.242,0,0.760,14.70,15.8,183,650,109,106,108,108,16,2.41,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.272,0,0.760,14.70,15.8,183,650,109,106,108,108,16,2.41,2.34,153,1.08,0.670,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.314,0,0.760,14.70,15.8,183,662,109,106,108,108,15,2.42,2.36,153,1.08,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.345,0,0.760,14.70,15.8,183,662,109,106,108,108,14,2.41,2.35,153,1.07,0.665,0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.375,0,0.760,14.70,15.8,183,662,109,106,108,108,14,2.41,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
33.404,0,0.760,14.70,15.8,183,662,109,106,108,108,14,2.40,2.34,153,1.07,0.665,-0,0,32.08517584185962,-81.07258258104224,6.3957143584266305
